,Player ID,Team,Games Played
581,peraljh01,CLE,152
582,ordonma01,CHA,152
583,phillbr01,CIN,152
584,olerujo01,SEA,152
585,weeksri01,MIL,152
586,moralke01,LAA,152
587,arciaor01,MIL,152
588,castilu01,FLO,152
589,nixontr01,BOS,152
590,harpebr03,PHI,152
591,jonesad01,BAL,152
592,roblevi01,WAS,152
593,peraljh01,SLN,152
594,jayjo02,SLN,152
595,doziebr01,MIN,152
596,jonesch06,ATL,152
597,beltrca01,KCA,152
598,suzukic01,SEA,152
599,vizquom01,SFN,152
600,adamewi01,TBA,152
601,gonzalu01,ARI,152
602,berkmla01,HOU,152
603,rosaram01,NYN,152
604,youngmi02,TEX,152
605,hollima01,SLN,152
606,cruzjo02,TBA,152
607,vidrojo01,MON,152
608,davisch02,BAL,152
609,longoev01,TBA,152
610,furcara01,ATL,152
611,mccutan01,PIT,152
612,bagweje01,HOU,152
613,fowlede01,CHN,152
614,stevele01,MON,152
615,mccutan01,PIT,152
616,francje02,ATL,152
617,cabremi01,DET,152
618,abreujo02,CHA,152
619,olerujo01,SEA,152
620,iwamuak01,TBA,152
621,longoev01,TBA,151
622,braunry02,MIL,151
623,smoakju01,TOR,151
624,cainlo01,KCA,151
625,theriry01,CHN,151
626,tulowtr01,COL,151
627,mccutan01,PIT,151
628,cruzne02,TEX,151
629,gilesbr02,PIT,151
630,ozunama01,MIA,151
631,sexsori01,SEA,151
632,guzmacr01,MIN,151
633,martest01,PIT,151
634,polloaj01,ARI,151
635,byrdma01,CHN,151
636,betanyu01,KCA,151
637,durhara01,CHA,151
638,piscost01,OAK,151
639,larocad01,PIT,151
640,jeterde01,NYA,151
641,kinslia01,DET,151
642,zeileto01,NYN,151
643,kipnija01,CLE,151
644,sandopa01,SFN,151
645,paganan01,SFN,151
646,cabreme01,NYA,151
647,crosbbo01,OAK,151
648,wellsve01,TOR,151
649,vinafe01,SLN,151
650,harpebr03,WAS,151
651,gonzaad01,LAN,151
652,uptonbj01,TBA,151
653,schumsk01,SLN,151
654,fieldpr01,DET,151
655,doziebr01,MIN,151
656,belliro01,CLE,151
657,blackch02,COL,151
658,rolensc01,PHI,151
659,riosal01,TOR,151
660,cabreas01,CLE,151
661,gonzaca01,COL,151
662,dyeje01,CHA,151
663,sizemgr01,CLE,151
664,drewst01,ARI,151
665,belliro01,MIL,151
666,goldspa01,ARI,151
667,youngmi02,TEX,151
668,youngde03,MIN,151
669,ugglada01,FLO,151
670,suareeu01,CIN,151
671,phillbr01,CIN,151
672,longoev01,TBA,151
673,gonzaad01,LAN,151
674,brantmi02,CLE,151
675,ramirha01,FLO,151
676,paytoja01,COL,151
677,phillbr01,CIN,151
678,polanpl01,DET,151
679,kempma01,LAN,151
680,rodrial01,NYA,151
681,guerrvl01,MON,151
682,rossco01,FLO,151
683,duvalad01,CIN,151
684,suzukic01,SEA,151
685,hunteto01,MIN,151
686,deazaal01,CHA,151
687,gomezca01,MIN,151
688,anderti01,CHA,151
689,grandcu01,NYN,151
690,damonjo01,BOS,151
691,credejo01,CHA,151
692,beltbr01,SFN,151
693,mclouna01,PIT,151
